locus_tag	gene_name	ncrna	start	end	strand	read_count	ins_index	gene_length	ins_count	fcn
BW25113_0556	rzpD	0	573563	574024	1	527	0.149038461538462	462	62	"DLP12 prophage; putative murein endopeptidase"
BW25113_4510	rzoD	0	573783	573965	1	205	0.109090909090909	183	18	"DLP12 prophage; putative lipoprotein"
BW25113_0557	borD	0	574056	574349	-1	567	0.218867924528302	294	58	"DLP12 prophage; putative lipoprotein"
BW25113_0558	ybcV	0	574640	575050	-1	0	0	411	0	"DLP12 prophage; uncharacterized protein"
BW25113_0559	ybcW	0	575336	575542	1	455	0.224598930481283	207	42	"DLP12 prophage; uncharacterized protein"
BW25113_4589	ylcI	0	575707	575901	-1	64	0.0795454545454545	195	14	"DUF3950 family protein, DLP12 prophage"
BW25113_0560	nohD	0	576290	576835	1	65	0.0304878048780488	546	15	"DLP12 prophage; DNA packaging protein"
BW25113_4634	aaaD	0	576810	577118	1	200	0.114695340501792	309	32	pseudogene
BW25113_0561	tfaD	0	577116	577553	1	356	0.0784810126582278	438	31	pseudogene
BW25113_0562	ybcY	0	577608	578262	-1	869	0.18135593220339	655	107	pseudogene
BW25113_0563	tfaX	0	578409	578591	1	540	0.260606060606061	183	43	pseudogene
BW25113_0564	appY	0	579137	579886	1	2	0.00296296296296296	750	2	"global transcriptional activator; DLP12 prophage"
BW25113_0565	ompT	0	580136	581089	-1	2419	0.232828870779977	954	200	"DLP12 prophage; outer membrane protease VII (outer membrane protein 3b)"
BW25113_4635	pauD	0	581513	581557	1	24	0.121951219512195	45	5	pseudogene
BW25113_0566	envY	0	581603	582364	-1	939	0.182215743440233	762	125	"porin thermoregulatory transcriptional activator"
BW25113_0567	ybcH	0	582547	583437	-1	392	0.0960099750623441	891	77	"PRK09936 family protein"
BW25113_0568	nfrA	0	583438	586410	-1	2169	0.118086696562033	2973	316	"bacteriophage N4 receptor, outer membrane subunit"
BW25113_0569	nfrB	0	586397	588634	-1	1221	0.113151364764268	2238	228	"bacteriophage N4 receptor, inner membrane subunit"
BW25113_0570	cusS	0	588784	590226	-1	625	0.0954580446497306	1443	124	"sensory histidine kinase in two-component regulatory system with CusR, senses copper ions"
BW25113_0571	cusR	0	590216	590899	-1	299	0.0876623376623377	684	54	"response regulator in two-component regulatory system with CusS"
BW25113_0572	cusC	0	591056	592429	1	1713	0.19482619240097	1374	241	"copper/silver efflux system, outer membrane component"
BW25113_0573	cusF	0	592587	592919	1	1589	0.326666666666667	333	98	"periplasmic copper-and silver-binding protein"
BW25113_0574	cusB	0	592935	594158	1	852	0.128856624319419	1224	142	"copper/silver efflux system, membrane fusion protein"
BW25113_0575	cusA	0	594170	597313	1	1303	0.0826855123674912	3144	234	"copper/silver efflux system, membrane component"
BW25113_0576	pheP	0	597415	598791	1	797	0.0935483870967742	1377	116	"phenylalanine transporter"
BW25113_0577	ybdG	0	598872	600119	-1	4800	0.327402135231317	1248	368	"mechanosensitive channel protein, miniconductance"
BW25113_0578	nfsB	0	600227	600880	-1	524	0.135823429541596	654	80	"dihydropteridine reductase, NAD(P)H-dependent, oxygen-insensitive"
BW25113_0579	ybdF	0	600974	601342	-1	218	0.114114114114114	369	38	"DUF419 family protein"
BW25113_0580	ybdJ	0	601407	601655	-1	41	0.0666666666666667	249	15	"DUF1158 family putative inner membrane protein"
BW25113_0581	ybdK	0	601721	602839	-1	638	0.110119047619048	1119	111	"weak gamma-glutamyl:cysteine ligase"
BW25113_4700	sokE	0	603190	603248	1	73	0.185185185185185	59	10	
BW25113_4415	hokE	0	603292	603444	1	244	0.210144927536232	153	29	"toxic polypeptide, small"
BW25113_0582	insL1	0	603521	604633	1	0	0	1113	0	"IS186 transposase"
BW25113_0583	entD	0	604915	605535	-1	428	0.110912343470483	621	62	"phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex"
BW25113_0584	fepA	0	605710	607950	-1	913	0.103619236489836	2241	209	"iron-enterobactin outer membrane transporter"
BW25113_0585	fes	0	608193	609395	1	249	0.0627885503231764	1203	68	"enterobactin/ferric enterobactin esterase"
BW25113_4511	ybdZ	0	609398	609616	1	82	0.121212121212121	219	24	"stimulator of EntF adenylation activity, MbtH-like"
BW25113_0586	entF	0	609613	613494	1	1852	0.0995993131081855	3882	348	"enterobactin synthase multienzyme complex component, ATP-dependent"
BW25113_0587	fepE	0	613710	614843	1	496	0.0930460333006856	1134	95	"regulator of length of O-antigen component of lipopolysaccharide chains"
BW25113_0588	fepC	0	614840	615655	-1	105	0.073469387755102	816	54	"iron-enterobactin transporter subunit"
BW25113_0589	fepG	0	615652	616644	-1	106	0.0447427293064877	993	40	"iron-enterobactin transporter subunit"
BW25113_0590	fepD	0	616641	617645	-1	90	0.0486187845303867	1005	44	"iron-enterobactin transporter subunit"
BW25113_0591	entS	0	617756	619006	1	571	0.0968028419182948	1251	109	"enterobactin exporter, iron-regulated"
BW25113_0592	fepB	0	619010	619966	-1	119	0.0522041763341067	957	45	"iron-enterobactin transporter subunit"
BW25113_0593	entC	0	620341	621516	1	669	0.0991501416430595	1176	105	"isochorismate synthase 1"
BW25113_0594	entE	0	621526	623136	1	663	0.102068965517241	1611	148	"2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex"
BW25113_0595	entB	0	623150	624007	1	380	0.0983182406209573	858	76	isochorismatase
BW25113_0596	entA	0	624007	624753	1	380	0.105497771173848	747	71	"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase"
BW25113_0597	entH	0	624756	625169	1	341	0.128686327077748	414	48	"enterobactin synthesis proofreading thioesterase"
BW25113_0598	cstA	0	625350	627455	1	1301	0.121835443037975	2106	231	"carbon starvation protein involved in peptide utilization; APC peptide transporter family protein"
BW25113_4512	ybdD	0	627638	627835	1	16	0.0446927374301676	198	8	"DUF466 family protein"
BW25113_0599	ybdH	0	627845	628933	-1	677	0.112130479102956	1089	110	"putative oxidoreductase"
BW25113_0600	ybdL	0	629042	630202	1	408	0.0842105263157895	1161	88	"methionine aminotransferase, PLP-dependent"
BW25113_0601	ybdM	0	630203	630832	-1	430	0.118165784832451	630	67	"Spo0J family protein, ParB-like nuclease domain"
BW25113_0602	ybdN	0	630805	632025	-1	736	0.125568698817106	1221	138	"PAPS reductase-like domain protein"
BW25113_0603	ybdO	0	632172	633074	-1	4	0.003690036900369	903	3	"putative DNA-binding transcriptional regulator"
BW25113_0604	dsbG	0	633283	634029	-1	832	0.144130757800892	747	97	"thiol:disulfide interchange protein, periplasmic"
BW25113_0605	ahpC	0	634401	634964	1	248	0.0846456692913386	564	43	"alkyl hydroperoxide reductase, C22 subunit"
BW25113_0606	ahpF	0	635209	636774	1	762	0.0914893617021277	1566	129	"alkyl hydroperoxide reductase, F52a subunit, FAD/NAD(P)-binding"
BW25113_0607	uspG	0	636895	637323	-1	454	0.183462532299742	429	71	"universal stress protein UP12"
BW25113_0608	ybdR	0	637544	638782	1	1359	0.163082437275986	1239	182	"putative Zn-dependent NAD(P)-binding oxidoreductase"
BW25113_0610	rnk	0	639013	639423	-1	224	0.102702702702703	411	38	"regulator of nucleoside diphosphate kinase"
BW25113_0611	rna	0	639653	640459	-1	240	0.0701513067400275	807	51	"ribonuclease I"
BW25113_0612	citT	0	640573	642036	-1	772	0.114567526555387	1464	151	"citrate:succinate antiporter"
BW25113_0613	citG	0	642087	642965	-1	502	0.0984848484848485	879	78	"2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase"
BW25113_0614	citX	0	642940	643491	-1	188	0.0925553319919517	552	46	"apo-citrate lyase phosphoribosyl-dephospho-CoA transferase"
BW25113_0615	citF	0	643495	645027	-1	794	0.0934782608695652	1533	129	"citrate lyase, citrate-ACP transferase (alpha) subunit"
BW25113_0616	citE	0	645038	645946	-1	328	0.083028083028083	909	68	"citrate lyase, citryl-ACP lyase (beta) subunit"
BW25113_0617	citD	0	645943	646239	-1	122	0.0932835820895522	297	25	"citrate lyase, acyl carrier (gamma) subunit"
BW25113_0618	citC	0	646254	647312	-1	751	0.126834381551363	1059	121	"[citrate [pro-3S]-lyase] ligase"
BW25113_0619	citA	0	647691	649349	1	668	0.0950468540829987	1659	142	"sensory histidine kinase in two-component regulatory system with CitB"
BW25113_0620	citB	0	649318	649998	1	814	0.210440456769984	681	129	"response regulator in two-component regulatory system with CitA"
BW25113_0621	dcuC	0	650039	651424	-1	812	0.136217948717949	1386	170	"anaerobic C4-dicarboxylate transport"
BW25113_0622	pagP	0	652013	652573	1	540	0.130693069306931	561	66	"phospholipid:lipid A palmitoyltransferase"
BW25113_0623	cspE	0	652748	652957	1	63	0.0476190476190476	210	9	"constitutive cold shock family transcription antitermination protein; negative regulator of cspA transcription; RNA melting protein; ssDNA-binding protein"
BW25113_0624	flc	0	653011	653394	-1	113	0.0606936416184971	384	21	"fluoride efflux channel, dual topology membrane protein"
BW25113_4581	ybeM	0	653487	654274	1	311	0.071830985915493	788	51	pseudogene
BW25113_0627	tatE	0	654403	654606	1	42	0.0652173913043478	204	12	"TatABCE protein translocation system subunit"
BW25113_0628	lipA	0	654707	655672	-1	1	0.00114942528735632	966	1	"lipoate synthase"
BW25113_0629	ybeF	0	655881	656834	-1	1377	0.168800931315483	954	145	"LysR family putative transcriptional regulator"
BW25113_0630	lipB	0	657093	657734	-1	1	0.00173010380622837	642	1	"octanoyltransferase; octanoyl-[ACP]:protein N-octanoyltransferase"
BW25113_0631	ybeD	0	657835	658098	-1	13	0.0252100840336134	264	6	"UPF0250 family protein"
BW25113_0632	dacA	0	658208	659419	-1	258	0.0659945004582951	1212	72	"D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5)"
BW25113_0633	rlpA	0	659558	660646	-1	461	0.0795107033639144	1089	78	"septal ring protein, suppressor of prc, minor lipoprotein"
BW25113_0634	mrdB	0	660657	661769	-1	0	0	1113	0	"cell wall shape-determining protein"
BW25113_0635	mrdA	0	661772	663673	-1	2	0.00116822429906542	1902	2	"transpeptidase involved in peptidoglycan synthesis (penicillin-binding protein 2)"
BW25113_0636	rlmH	0	663704	664171	-1	59	0.0473933649289099	468	20	"23S rRNA m(3)Psi1915 pseudouridine methyltransferase, SAM-dependent"
BW25113_0637	rsfS	0	664175	664492	-1	47	0.0557491289198606	318	16	"ribosomal silencing factor"
BW25113_0638	cobC	0	664752	665363	-1	359	0.0980036297640653	612	54	"putative alpha-ribazole-5'-P phosphatase"
BW25113_0639	nadD	0	665387	666028	-1	3	0.00173010380622837	642	1	"nicotinic acid mononucleotide adenylyltransferase, NAD(P)-dependent"
BW25113_0640	holA	0	666030	667061	-1	23	0.00215285252960172	1032	2	"DNA polymerase III, delta subunit"
BW25113_0641	lptE	0	667061	667642	-1	3	0.00381679389312977	582	2	"LPS assembly OM complex LptDE, lipoprotein component"
BW25113_0642	leuS	0	667657	670239	-1	0	0	2583	0	"leucyl-tRNA synthetase"
BW25113_0643	ybeL	0	670474	670956	1	274	0.110344827586207	483	48	"DUF1451 family protein"
BW25113_0644	ybeQ	0	671026	672003	-1	903	0.156640181611805	978	138	"Sel1 family TPR-like repeat protein"
BW25113_0645	ybeR	0	672167	672874	1	297	0.0579937304075235	708	37	"uncharacterized protein"
BW25113_0646	djlB	0	672871	674298	1	1521	0.181959564541213	1428	234	"putative HscC co-chaperone, uncharacterized J domain-containing protein"
BW25113_0647	ybeT	0	674308	674862	-1	376	0.09	555	45	"Sel1 family TPR-like repeat protein"
BW25113_0648	ybeU	0	674964	675671	1	377	0.101880877742947	708	65	"DUF1266 family protein"
BW25113_0649	djlC	0	675668	677119	1	922	0.113236419280796	1452	148	"J domain-containing HscC co-chaperone; Hsc56"
BW25113_0650	hscC	0	677179	678849	-1	601	0.0791223404255319	1671	119	"Hsp70 family chaperone Hsc62, binds to RpoD and inhibits transcription"
BW25113_0651	rihA	0	678933	679868	-1	963	0.117437722419929	936	99	"ribonucleoside hydrolase 1"
BW25113_0652	gltL	0	679986	680711	-1	328	0.0718654434250764	726	47	"glutamate, aspartate ABC transporter ATP-binding subunit"
BW25113_0653	gltK	0	680711	681385	-1	353	0.0838815789473684	675	51	"glutamate, aspartate ABC transporter permease subunit"
BW25113_0654	gltJ	0	681385	682125	-1	483	0.0974512743628186	741	65	"glutamate, aspartate ABC transporter permease subunit"
BW25113_0655	gltI	0	682295	683203	-1	279	0.0671550671550672	909	55	"glutamate, aspartate binding protein, periplasmic; part of GltJKLI ABC transporter"
BW25113_0656	insH1	0	683453	684469	-1	0	0	1017	0	"IS5 transposase and trans-activator"
BW25113_0657	lnt	0	684799	686337	-1	1	0.000721500721500722	1539	1	"apolipoprotein N-acyltransferase"
BW25113_0658	ybeX	0	686362	687240	-1	384	0.095959595959596	879	76	"putative ion transport"
BW25113_0659	ybeY	0	687330	687797	-1	2	0.004739336492891	468	2	"ssRNA-specific endoribonuclease; co-endoribonuclease working with RNase R in 16S rRNA 3' end maturation and quality control; rRNA transcription antitermination factor"
BW25113_0660	ybeZ	0	687794	688834	-1	365	0.0715048025613661	1041	67	"PhoH-like heat shock protein"
BW25113_0661	miaB	0	688987	690411	-1	499	0.0795011691348402	1425	102	"tRNA-i(6)A37 methylthiotransferase"
BW25113_0662	ubiF	0	690557	691732	1	7	0.00472143531633617	1176	5	"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol oxygenase"
BW25113_0664	glnX	0	691886	691960	-1	1	0.0147058823529412	75	1	
BW25113_0665	glnV	0	691998	692072	-1	0	0	75	0	
BW25113_0666	metU	0	692120	692196	-1	4	0.0428571428571429	77	3	
BW25113_0668	glnW	0	692212	692286	-1	0	0	75	0	
BW25113_0670	glnU	0	692321	692395	-1	2	0.0147058823529412	75	1	
BW25113_0672	leuW	0	692419	692503	-1	0	0	85	0	
BW25113_0673	metT	0	692513	692589	-1	0	0	77	0	
BW25113_0674	asnB	0	692969	694633	-1	1092	0.106070713809206	1665	159	"asparagine synthetase B"
BW25113_0675	umpH	0	695030	695782	-1	607	0.122418879056047	753	83	"UMP phosphatase"
BW25113_0676	nagC	0	695830	697050	-1	480	0.0928116469517743	1221	102	"N-acetylglucosamine-inducible nag divergent operon transcriptional repressor"
BW25113_0677	nagA	0	697059	698207	-1	312	0.0763285024154589	1149	79	"N-acetylglucosamine-6-phosphate deacetylase"
BW25113_0678	nagB	0	698267	699067	-1	245	0.0846047156726768	801	61	"glucosamine-6-phosphate deaminase"
BW25113_0679	nagE	0	699400	701346	1	1246	0.108956075299487	1947	191	"fused N-acetyl glucosamine specific PTS enzyme: IIC, IIB, and IIA components"
BW25113_0680	glnS	0	701549	703213	1	0	0	1665	0	"glutamyl-tRNA synthetase"
BW25113_0681	chiP	0	703790	705196	1	819	0.104972375690608	1407	133	"chitoporin, uptake of chitosugars"
BW25113_0682	chiQ	0	705246	705572	1	126	0.0745762711864407	327	22	"chitosugar-induced verified lipoprotein"
BW25113_0683	fur	0	705656	706102	-1	13	0.0198511166253102	447	8	"ferric iron uptake regulon transcriptional repressor; autorepressor"
BW25113_4637	uof	0	706095	706181	-1	1	0.0126582278481013	87	1	"ryhB-regulated fur leader peptide"
BW25113_0684	fldA	0	706391	706921	-1	0	0	531	0	"flavodoxin 1"
BW25113_0685	ybfE	0	707061	707354	-1	149	0.0716981132075472	294	19	"LexA-regulated protein, CopB family"
BW25113_0686	ybfF	0	707494	708258	-1	317	0.0870827285921626	765	60	"acyl-CoA esterase"
BW25113_0687	seqA	0	708443	708988	1	2	0.0040650406504065	546	2	"negative modulator of initiation of replication"
BW25113_0688	pgm	0	709014	710654	1	543	0.0880162491536899	1641	130	phosphoglucomutase
BW25113_0689	ybfP	0	710868	711362	1	1149	0.302690582959641	495	135	lipoprotein
BW25113_0691	ybfG	0	711403	712053	-1	874	0.199658703071672	651	117	pseudogene
BW25113_4636	ybfI	0	712177	712326	-1	445	0.259259259259259	150	35	pseudogene
BW25113_0692	potE	0	712402	713721	-1	717	0.114478114478114	1320	136	"putrescine/proton symporter: putrescine/ornithine antiporter"
BW25113_0693	speF	0	713718	715916	-1	1405	0.108585858585859	2199	215	"ornithine decarboxylase isozyme, inducible"
BW25113_4590	ybfK	0	716039	716296	1	6	0.0214592274678112	258	5	"uncharacterized protein"
BW25113_0694	kdpE	0	716512	717189	-1	245	0.0834697217675941	678	51	"response regulator in two-component regulatory system with KdpD"
BW25113_0695	kdpD	0	717186	719870	-1	701	0.0653702937525859	2685	158	"fused sensory histidine kinase in two-component regulatory system with KdpE: signal sensing protein"
BW25113_0696	kdpC	0	719863	720435	-1	119	0.0465116279069767	573	24	"potassium translocating ATPase, subunit C"
BW25113_0697	kdpB	0	720444	722492	-1	366	0.0623306233062331	2049	115	"potassium translocating ATPase, subunit B"
BW25113_0698	kdpA	0	722515	724188	-1	482	0.0703384207033842	1674	106	"potassium translocating ATPase, subunit A"
BW25113_4513	kdpF	0	724188	724277	-1	34	0.123456790123457	90	10	"potassium ion accessory transporter subunit"
BW25113_0699	ybfA	0	724590	724796	1	206	0.112299465240642	207	21	"DUF2517 family protein"
BW25113_0700	rhsC	0	725039	729232	1	1171	0.0540397350993378	4194	204	"Rhs family putative polymorphic toxin"
BW25113_0702	ybfB	0	729232	729558	1	0	0	327	0	"putative membrane protein"
BW25113_0703	rhsO	0	729589	731109	1	2396	0.109569028487947	1521	150	pseudogene
BW25113_0704	ybfC	0	731106	731675	1	11	0.00779727095516569	570	4	"putative periplasmic protein"
BW25113_4514	ybfQ	0	731901	732140	1	0	0	240	0	pseudogene
BW25113_0705	ybfL	0	732281	733417	1	20	0.0029296875	1137	3	pseudogene
BW25113_0706	ybfD	0	733548	734309	1	91	0.0233236151603499	762	16	"H repeat-associated putative transposase"
BW25113_0707	ybgA	0	734457	734966	1	267	0.122004357298475	510	56	"DUF1722 family protein"
BW25113_0708	phr	0	734963	736381	1	832	0.0915492957746479	1419	117	"deoxyribodipyrimidine photolyase, FAD-binding"
BW25113_0709	dtpD	0	736531	738012	-1	1078	0.11544227886057	1482	154	"dipeptide and tripeptide permease D"
BW25113_0710	ybgI	0	738283	739026	1	228	0.082089552238806	744	55	"NIF3 family metal-binding protein"
BW25113_0711	ybgJ	0	739049	739705	1	269	0.108108108108108	657	64	"putative allophanate hydrolase, subunit 1"
BW25113_0712	ybgK	0	739699	740631	1	516	0.0952380952380952	933	80	"putative allophanate hydrolase, subunit 2"
BW25113_0713	ybgL	0	740621	741355	1	307	0.0845921450151057	735	56	"UPF0271 family protein"
BW25113_0714	nei	0	741391	742182	1	250	0.0841514726507714	792	60	"endonuclease VIII/ 5-formyluracil/5-hydroxymethyluracil DNA glycosylase"
BW25113_0715	abrB	0	742179	743225	-1	704	0.103923647932131	1047	98	"regulator of aidB expression; inner membrane protein"
BW25113_0716	ybgO	0	743377	744438	-1	804	0.123430962343096	1062	118	"putative fimbrial protein"
BW25113_0717	ybgP	0	744435	745163	-1	277	0.0837138508371385	729	55	"putative periplasmic pilin chaperone"
BW25113_0718	ybgQ	0	745178	747625	-1	1823	0.126588021778584	2448	279	"putative outer membrane protein"
BW25113_0719	ybgD	0	747685	748251	-1	1004	0.223091976516634	567	114	"putative fimbrial-like adhesin protein"
BW25113_0720	gltA	0	748641	749924	-1	365	0.0743944636678201	1284	86	"citrate synthase"
BW25113_0721	sdhC	0	750633	751022	1	27	0.0284900284900285	390	10	"succinate dehydrogenase, membrane subunit, binds cytochrome b556"
BW25113_0722	sdhD	0	751016	751363	1	22	0.0477707006369427	348	15	"succinate dehydrogenase, membrane subunit, binds cytochrome b556"
BW25113_0723	sdhA	0	751363	753129	1	337	0.0628535512256442	1767	100	"succinate dehydrogenase, flavoprotein subunit"
BW25113_0724	sdhB	0	753145	753861	1	136	0.0510835913312693	717	33	"succinate dehydrogenase, FeS subunit"
BW25113_0726	sucA	0	754162	756963	1	40	0.00951625693893735	2802	24	"2-oxoglutarate decarboxylase, thiamine triphosphate-binding"
BW25113_0727	sucB	0	756978	758195	1	3	0.00182315405651778	1218	2	dihydrolipoyltranssuccinase
BW25113_0728	sucC	0	758470	759636	1	137	0.0485252140818268	1167	51	"succinyl-CoA synthetase, beta subunit"
BW25113_0729	sucD	0	759636	760505	1	160	0.0561941251596424	870	44	"succinyl-CoA synthetase, NAD(P)-binding, alpha subunit"
BW25113_0730	mngR	0	760609	761331	-1	283	0.0675883256528418	723	44	"Transcriptional repressor for the mannosyl-D-glycerate catabolic operon"
BW25113_0731	mngA	0	761440	763416	1	724	0.0887640449438202	1977	158	"fused 2-O-a-mannosyl-D-glycerate specific PTS enzymes: IIA component/IIB component/IIC component"
BW25113_0732	mngB	0	763434	766067	1	2071	0.142134120624209	2634	337	alpha-mannosidase
BW25113_0733	cydA	0	766914	768482	1	19	0.0113234253361642	1569	16	"cytochrome d terminal oxidase, subunit I"
BW25113_0734	cydB	0	768498	769637	1	36	0.0155945419103314	1140	16	"cytochrome d terminal oxidase, subunit II"
BW25113_4515	cydX	0	769652	769765	1	10	0.029126213592233	114	3	"cytochrome d (bd-I) ubiquinol oxidase subunit X"
BW25113_0735	ybgE	0	769765	770058	1	30	0.030188679245283	294	8	"putative inner membrane protein in cydABX-ybgE operon"
BW25113_0736	ybgC	0	770208	770612	1	63	0.0520547945205479	405	19	"acyl-CoA thioester hydrolase"
BW25113_0737	tolQ	0	770609	771301	1	23	0.0208333333333333	693	13	"membrane spanning protein in TolA-TolQ-TolR complex"
BW25113_0738	tolR	0	771305	771733	1	31	0.041343669250646	429	16	"membrane spanning protein in TolA-TolQ-TolR complex"
BW25113_0739	tolA	0	771798	773063	1	90	0.0192982456140351	1266	22	"membrane anchored protein in TolA-TolQ-TolR complex"
BW25113_0740	tolB	0	773196	774488	1	139	0.0446735395189003	1293	52	"periplasmic protein"
BW25113_0741	pal	0	774523	775044	1	48	0.0297872340425532	522	14	"peptidoglycan-associated outer membrane lipoprotein"
BW25113_0742	ybgF	0	775054	775845	1	185	0.0575035063113604	792	41	"periplasmic TolA-binding protein"
BW25113_0743	lysT	0	776010	776085	1	4	0.0144927536231884	76	1	
BW25113_0744	valT	0	776221	776296	1	0	0	76	0	
BW25113_0745	lysW	0	776299	776374	1	0	0	76	0	
BW25113_0746	valZ	0	776524	776599	1	14	0.0289855072463768	76	2	
BW25113_0747	lysY	0	776603	776678	1	0	0	76	0	
BW25113_0748	lysZ	0	776825	776900	1	22	0.0434782608695652	76	3	
BW25113_0749	lysQ	0	777033	777108	1	0	0	76	0	
BW25113_0750	nadA	0	777541	778584	1	360	0.051063829787234	1044	48	"quinolinate synthase, subunit A"
BW25113_0751	pnuC	0	778622	779341	1	290	0.066358024691358	720	43	"nicotinamide riboside transporter"
BW25113_0752	zitB	0	779338	780279	-1	234	0.0507075471698113	942	43	"zinc efflux system"
BW25113_0753	ybgS	0	780393	780773	-1	186	0.0699708454810496	381	24	"putative periplasmic protein"
BW25113_0754	aroG	0	781089	782141	1	250	0.0411392405063291	1053	39	"3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, phenylalanine repressible"
BW25113_0755	gpmA	0	782299	783051	-1	226	0.0427728613569322	753	29	"phosphoglyceromutase 1"
BW25113_0756	galM	0	783253	784293	-1	208	0.0448239060832444	1041	42	"aldose 1-epimerase; type-1 mutarotase"
BW25113_0757	galK	0	784287	785435	-1	293	0.0570048309178744	1149	59	galactokinase
BW25113_0758	galT	0	785439	786485	-1	132	0.0477200424178155	1047	45	"galactose-1-phosphate uridylyltransferase"
BW25113_0759	galE	0	786495	787511	-1	78	0.037117903930131	1017	34	UDP-galactose-4-epimerase
BW25113_0760	modF	0	787772	789244	-1	637	0.0867269984917044	1473	115	"fused molybdate transporter subunits of ABC superfamily: ATP-binding components"
BW25113_0761	modE	0	789312	790100	-1	646	0.0970464135021097	789	69	"transcriptional repressor for the molybdenum transport operon modABC"
BW25113_0762	acrZ	0	790229	790378	1	161	0.103703703703704	150	14	"AcrAB-TolC efflux pump accessory protein, membrane-associated"
BW25113_0763	modA	0	790545	791318	1	346	0.0946915351506456	774	66	"molybdate transporter subunit"
BW25113_0764	modB	0	791318	792007	1	369	0.0740740740740741	690	46	"molybdate transporter subunit"
BW25113_0765	modC	0	792010	793068	1	392	0.0628930817610063	1059	60	"molybdate transporter subunit"
BW25113_0766	ybhA	0	793069	793887	-1	349	0.0704607046070461	819	52	"pyridoxal phosphate (PLP) phosphatase"
BW25113_0767	pgl	0	794042	795037	1	147	0.0546265328874025	996	49	6-phosphogluconolactonase
BW25113_0768	ybhD	0	795078	796031	-1	379	0.0779976717112922	954	67	"putative DNA-binding transcriptional regulator"
BW25113_0769	ybhH	0	796215	797267	1	543	0.0981012658227848	1053	93	"putative PrpF family isomerase"
BW25113_0770	ybhI	0	797343	798776	1	2132	0.189000774593338	1434	244	"putative transporter"
BW25113_0771	ybhJ	0	798959	801220	1	2524	0.140962671905697	2262	287	"putative hydratase"
BW25113_0772	ybhC	0	801454	802737	-1	957	0.116782006920415	1284	135	"acyl-CoA thioesterase, lipoprotein"
BW25113_0773	ybhB	0	802889	803365	-1	286	0.0953488372093023	477	41	"kinase inhibitor homolog, UPF0098 family"
BW25113_0774	bioA	0	803424	804713	-1	638	0.099052540913006	1290	115	"7,8-diaminopelargonic acid synthase, PLP-dependent"
BW25113_0775	bioB	0	804800	805840	1	380	0.0853788687299893	1041	80	"biotin synthase"
BW25113_0776	bioF	0	805837	806991	1	534	0.0875	1155	91	"8-amino-7-oxononanoate synthase"
BW25113_0777	bioC	0	806978	807733	1	369	0.113069016152717	756	77	"malonyl-ACP O-methyltransferase, SAM-dependent"
BW25113_0778	bioD	0	807726	808403	1	325	0.117839607201309	678	72	"dethiobiotin synthetase"
BW25113_0779	uvrB	0	808982	811003	1	1128	0.0956043956043956	2022	174	"excinulease of nucleotide excision repair, DNA damage recognition component"
BW25113_0780	ybhK	0	811195	812103	-1	363	0.0732600732600733	909	60	"putative NAD(P)-binding transferase"
BW25113_0781	moaA	0	812500	813489	1	408	0.079685746352413	990	71	"molybdopterin biosynthesis protein A"
BW25113_0782	moaB	0	813511	814023	1	366	0.0887445887445888	513	41	"inactive molybdopterin adenylyltransferase"
BW25113_0783	moaC	0	814026	814511	1	217	0.100456621004566	486	44	"molybdopterin biosynthesis, protein C"
BW25113_0784	moaD	0	814504	814749	1	84	0.0900900900900901	246	20	"molybdopterin synthase, small subunit"
BW25113_0785	moaE	0	814751	815203	1	260	0.125	453	51	"molybdopterin synthase, large subunit"
BW25113_0786	ybhL	0	815340	816044	1	540	0.14488188976378	705	92	"UPF0005 family inner membrane protein"
BW25113_0787	ybhM	0	816249	816962	1	710	0.0684292379471229	714	44	"UPF0005 family inner membrane protein"
BW25113_0788	ybhN	0	816998	817954	-1	663	0.126450116009281	957	109	"UPF0104 family inner membrane protein"
BW25113_0789	clsB	0	817954	819195	-1	438	0.0805008944543828	1242	90	"cardiolipin synthase 2"
BW25113_0790	ybhP	0	819192	819953	-1	236	0.0612244897959184	762	42	"endo/exonuclease/phosphatase family protein"
BW25113_0791	ybhQ	0	820086	820496	1	220	0.105405405405405	411	39	"inner membrane protein"
BW25113_0792	ybhR	0	820458	821564	-1	334	0.082246740220662	1107	82	"inner membrane putative ABC superfamily transporter permease"
BW25113_0793	ybhS	0	821575	822708	-1	585	0.0763956904995103	1134	78	"inner membrane putative ABC superfamily transporter permease"
BW25113_0794	ybhF	0	822701	824437	-1	747	0.0863171355498721	1737	135	"putative transporter subunit of ABC superfamily: ATP-binding component"
BW25113_0795	ybhG	0	824430	825428	-1	560	0.115555555555556	999	104	"putative membrane fusion protein (MFP) component of efflux pump, membrane anchor"
BW25113_0796	ybiH	0	825428	826099	-1	245	0.0859504132231405	672	52	"DUF1956 domain-containing tetR family putative transcriptional regulator"
BW25113_0797	rhlE	0	826328	827692	1	765	0.0984540276647681	1365	121	"ATP-dependent RNA helicase"
